نام سهام, جهت معامله, تعداد معامله, قیمت معامله, ارزش معامله, هزینه معاملاتی, کل پول پس از معامله, تاریخ, ساعت معامله, آ س پ, خگستر, وبملت, پخش, دارا یکم
transfering data ...,0,0,931239.4,0,0,931239.4,1400-12-16,09:42,7,0,0,2,0
